"effectively","nike","","call","centre","process","complaints","returns","given","script","probably","nothing","nike","purchased","pair","trainers","fell","apart","first","","contacted","","chat","told","return","faulty","sent","prepaid","royal","mail","return","label","sent","waited","days","checked","tracking","said","delivered","contacted","said","sent","empty","","complete","","weight","receipt","sent","didn","","respond","contacted","said","","nothing","","","send","refund","effectively","trainers","sent","refused","refund","called","lier"
"contacted","bank","said","","something","issuing","charge","back","transaction","recommend","want","money","back","hope","helps","also","","pretty","easy","report","trading","standard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"order","","days","later","","received","order","nike","customer","service","give","bluff","expected","delivery","date","keeps","changing","never","stick","adidas","direct","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bought","quid","nikes","","time","wearing","stitching","coming","undone","dont","","nike","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fast","shipping","shoes","right","size","package","came","shoes","place","","","shoe","boxes","packed","smaller","","","paper","something","shoes","didnt","come","shoe","boxed","tossed","around","","gifts","kinds","","open","shoe","","brand","","pair","","","shoe","","paper","looking","fresh","neat","hence","star","review","extremely","fast","shipping","","happy","font","order","hibbetts","take","ever","still","","","package","ordered","days","nike","","",""
"ordered","","received","","happy","delivery","double","boxed","damaged","retro","nike","court","vision","boots","style","thank","nike","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ordered","pair","nike","trainers","quality","awful","want","pair","nikes","suggest","","fakes","youll","","better","pair","shoes","quality","control","seems","","existent","genuine","factory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"company","said","item","ordered","stock","three","times","last","year","advertise","product","stockawful","company","ruined","sons","birthday","christmas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"great","shoesi","","","really","like","buying","shoesbut","nike","shoes","super","comfortable","","like","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"following","previous","review","made","ordered","goods","october","","nike","","received","somebody","else","","order","accident","receive","items","paid","immediately","initiated","return","process","shipped","back","erroneous","goods","full","month","advance","file","every","time","contact","nike","","support","","","story","going","horrible","experience","held","money","hostage","calendar","days","totally","","contesting","charge","directly","credit","card","provider","bank","","anything","online","nike","","simple","refund","turned","nightmare",""
"worst","company","world","deal","regarding","complaints","","tryed","hours","","hold","someone","eventually","returned","trainers","shop","managed","","refund","totally","","company","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"give","zero","score","placed","order","first","week","december","took","payment","days","later","received","email","","delivery","delayed","went","live","chat","today","chase","told","currently","stock","trainers","","","arrive","time","christmas","told","pair","london","store","","person","able","arrange","delivery","tried","escalate","complaint","told","respond","complaints","","feedback","improve","service","","total","","christmas","known","stock","issues","bought","elsewhere","","late","","","","","",""
"terrible","website","","experience","unhelpful","customer","service","tried","multiple","times","place","order","nike","keep","getting","error","code","followed","","given","customer","service","agent","obviously","fields","calls","","knows","full","well","","advising","","","work","didn","","phoned","back","told","fault","using","website","download","","didn","","really","want","","downloaded","order","specific","football","shirt","present","","doesn","","work","either","","another","error","code","nike","clearly"
"","","care","customer","","numerous","reviews","people","saying","thing","","nothing","done","nike","improve","situation","rather","apologise","","customer","services","scold","audacity","","spend","hard","earned","money","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"great","products","terrible","website","going","","pair","nike","","favor","find","retailer","official","website","complete","trash","shoes","great","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bought","","","","size","arrived","days","smelling","like","","urine","sent","back","exchange","nike","received","return","status","shoes","stuck","preparing","shipment","called","nike","athlete","associate","told","update","order","escalate","order","worst","fears","came","fruition","seeing","reviews","similar","problems","ridiculous","part","nike","usually","waits","item","stock","refund","money","shoes","wanted","abundance","stock","still","couldn","","","requested","refund","","waiting","email","refund","like","","waiting","email","shipment"
"shoes","joke","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"seem","good","luck","snkrs","","recently","finally","fixing","bots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"snkrs","","","users","suggest","getting","botting","able","secure","pairs","dropping","dont","believe","","nike","chat","call","realise","favour","bots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cool","helpful","service","love","trainers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bought","checked","trustpilot","despite","negative","reviews","ordered","shoes","arrived","days","incredibly","satisfied","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","went","","croydon","","shoes","found","nice","quality","shoes","thanks","","helped","find","nice","quality","shoes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ordered","pair","trainers","","november","sent","","emails","saying","system","error","","moneywhen","calling","","refunded","completely","ignoring","fact","sent","","emails","requesting","","spoken","three","different","people","","said","need","contact","bank","even","though","issue","fault","another","said","","","","money","ignore","screenshots","contacting","trading","standards","another","said","sorry","emails","ignore","also","even","listen","sayingwhat","point","live","chat","customer","services","","","even","listen","customer"
"appalling","","still","waiting","refund","","weeks","later","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","products","worst","service","planet","","nike","employee","stole","gift","card","issued","retur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"went","wrong","","","","figure","hasn","","gone","wrong","expected","","company","recent","order","days","late","","","opened","","","still","waiting","outcome","","","days","upon","realising","parcel","late","spoke","different","people","","sort","needed","time","birthday","","nothing","done","","still","situation","told","wait","rather","given","actual","solutions","understand","world","hard","moment","deliveries","take","longer","christmas","orders","weeks","","marked","transit","","days"
"ordering","obvious","issue","early","nothing","done","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"reading","reviews","feel","little","","better","bitter","nike","placed","order","pair","shoes","boyfriend","birthday","confirmed","order","started","preparing","shipment","went","","days","previously","expected","delivery","date","contacted","customer","service","several","times","chat","answered","generic","answer","every","time","still","said","order","arrive","morning","","email","saying","shipment","delayed","guess","","","getting","birthday","","lucky","","next","birthday","point","around","nike","terrible","company","deal","ordering","","",""
"","","bought","leisure","time","","hole","outsole","less","months","however","happy","kyrie","irving","basketball","shoes","basketball","shorts","light","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"really","like","nike","sport","outfits","custom","servise","","much","convenient","","nike","retail","stores","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"disgraceful","customer","services","","owed","refund","weeks","every","time","speak","","","sorting","today","nothing","never","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"best","sportswear","compared","commercial","brand","honestly","","best","quality","products","pricing","might","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"received","wrong","size","shoe","nike","website","order","returned","store","refunded","money","gift","card","placed","another","order","correct","size","shoe","nike","cancelled","order","","shoe","available","notify","cancelled","order","found","called","","status","order","asked","refund","told","","back","store","refund","money","back","gift","card","went","store","instructed","store","told","told","call","customer","service","back","call","customer","service","store","runaround","started","nike","customer","service","said","immediate","refund","said"
"order","going","review","panel","take","least","business","days","nike","quick","charge","credit","card","purchase","time","refund","order","cancelled","good","luck","customer","service","terrible","employees","trained","deal","customers","horrible","experience","still","waiting","refund","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ordered","liverpool","tracksuits","","arrived","schedule","however","colours","strike","","seem","","liverpool","","decided","return","sent","item","back","","royal","mail","hour","tracking","confirmed","received","nikeon","date","refund","received","rang","customer","service","line","confirmed","","received","item","wouldn","","issue","refund","","","return","operator","refused","","supervisor","requested","sent","photo","","tracking","receipt","date","refund","received","created","resolution","centre","issue","paypal","nike","customer","service","complete"
"joke","recommend","anyone","thinking","using","company","beware","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","parcel","nike","","must","","delivery","time","really","short","parcel","came","really","quickly","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"contacted","chat","quick","change","shoes","directly","happy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","balance","warehouse","","sell","things","charge","without","possibility","deliver","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","extremely","","service","received","nike","since","","","waiting","refund","told","multiple","occasions","","","","call","times","every","time","told","never","arriving","speak","manager","advise","","sorted","","still","receive","answers","asked","speak","manager","","told","","","complaints","department","","wait","faith","trust","refund","arriving","","waiting","purchase","tracksuit","","christmas","never","arrive","time","","offering","solutions","support","anyone","wishes","purchase","anything","nike","wouldn"
"","recommend","anyone","moment","time","poor","customer","services","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"point","","done","","","called","nike","","","completely","random","entering","raffles","years","zero","wins","maybe","","time","change","model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"faulty","trainers","refusal","","return","despite","unworn","within","days","ilknur","customer","services","smug","unhelpful","person","ever","spoke","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"awful","customer","service","ordered","pair","fairly","expensive","","knit","trainers","","delivery","week","","received","email","advising","dispatch","upon","continually","checking","couriers","","","apparent","parcel","hadn","","left","warehouse","courier","expecting","made","calls","various","customer","service","agents","advised","parcel","delivery","system","hadn","","even","left","warehouse","continually","fobbed","advised","system","eventually","managed","contact","","confirmed","parcel","never","received","eventually","able","speak","nike","agent","today","confirmed","parcel"
"left","warehouse","replacement","issued","couldn","","even","offer","next","","delivery","meant","christmas","present","arrive","time","really","","service","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"shoes","came","broken","damaged","back","","seller","seen","still","sold","something","aspect","nike","ordered","","nike","","store","think","","best","finest","shoes","worth","costumers","support","ruth","told","retour","take","discount","even","option","send","back","","ones","give","discount","sadly","agree","discount","days","later","still","discount","bank","costumers","service","time","talk","someone","called","princess","joke","mean","taking","anything","serieus","rumble","text","information","verify","","care","support","gave"
"reason","","still","bank","fill","complain","give","feedback","throw","away","anyway","never","ever","ever","order","nike","ever","beautifull","shoes","totaly","ruined","","biggest","companies","wold","","like","","lowest","always","good","feeling","nike","","totaly","gone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"shocking","service","placed","order","shipped","checked","order","progress","still","progress","used","chat","service","chase","told","order","cancelled","received","","paid","using","","gift","card","credit","card","","advisor","informed","bank","issue","contact","bank","next","advisor","said","issue","gift","cards","clue","","reordered","using","payment","methods","options","escalate","complaint","take","days","","advisor","monitor","order","hours","","processes","doesn","","progress","","escalated","guess","","upto","days","nike"
"happy","cash","gift","cards","without","notifying","customers","orders","cancelled","feels","like","theft","beware","dealing","global","brand","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"come","","guys","need","make","","basketball","shoes","strong","enough","outdoors","indoors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bought","nike","","","nike","","month","","wear","work","wear","","long","","comfortable","star","recommend","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"summary","nike","quick","take","money","either","extremely","slow","give","back","completely","rips","keeps","even","obvious","issues","order","","","orders","shipping","issues","first","order","file","dispute","credit","card","second","order","looking","","well","dumb","enough","","","multiple","orders","late","problems","including","missing","items","receiving","used","items","multiple","packages","sent","","order","lost","delayed","","since","come","conclusion","","","much","gamble","order","directly","nike","","shipping"
"hassles","nonexistent","customer","service","terrible","treatment","customers","must","nike","products","order","reputable","online","retailers","like","revolve","send","clean","","items","offer","prompt","","","shipping","returns","well","fast","easy","refunds","exchanges","mention","friendly","competent","customer","service","exact","opposite","nike","please","believe","","reviews","","","","","","","","","","","","","","","","","","","","","","","",""
"terrible","stay","away","received","shoes","","months","company","refuses","provide","refund","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"know","jordan","","come","","first","come","first","serve","right","well","able","","","pair","jordan","","","","dropped","received","notice","","paid","like","normally","money","taken","right","away","usual","","shoes","still","","looking","tracking","info","since","next","","purchasing","waiting","carrier","says","contact","nike","","chat","told","shoes","stuck","sure","","offered","refund","take","business","days","","days","away","christmas","","told","really","nike"
"","shoes","fine","","thing","asked","thing","","told","","sorry","like","start","refund","process","like","","many","items","","family","purchased","company","","","treated","mistake","anyone","know","orders","","","purchasing","anything","else","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fallen","long","","indeed","global","sporting","brand","super","power","literally","","worst","brands","retailers","","warehouse","clearly","cope","orders","receiving","placed","first","order","pairs","leggings","waited","days","dispatch","email","tracking","live","chat","reported","order","lost","immediately","dispatched","second","order","guess","days","later","sign","order","back","live","chat","turns","order","hadn","","shipped","asking","full","refund","told","normally","make","wait","days","estimated","delivery","","date","december",""
"days","","","","give","refund","wait","another","days","","tracking","number","","","hasn","","actually","shipped","essence","customer","wait","total","days","","refund","order","nike","never","shipped","first","place","","avoid","costs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"wear","nike","football","boots","great","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"recently","bought","pair","nike","vapour","","","black","","happy","pair","although","pair","came","little","late","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"excelent","site","great","customer","service","site","easy","navigate","returns","smooth","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","year","","ordered","nike","","better","judgment","failed","stupid","still","waiting","christmas","gifts","ordered","december","long","christmas","delivery","","date","plus","paid","expedite","shipping","","still","haven","","received","weeks","later","called","customer","service","help","blamed","snowstorm","","every","company","ordered","","stuff","time","plus","fedex","still","says","never","received","package","nike","","","blame","snowstorm","package","never","actually","shipped","nike","order","","cancel","order","said"
"happened","christmases","","despite","fact","guarantee","christmas","delivery","time","","convinced","selling","items","","","","exist","scrambling","catch","plus","read","continue","poor","track","record","human","rights","abuses","factories","","another","good","reason","avoid","company","future","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","overpriced","quality","advertises","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"shopping","today","nike","gunwhalf","portsmouth","great","service","helped","polite","young","","called","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"draws","unfair","normal","customers","waiting","received","error","message","saying","suspected","bott","joke","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"amazing","experience","nike","website","discount","code","work","sent","nike","tweet","said","","order","website","send","order","number","apply","order","deduct","discounted","total","bank","read","negative","trustpilot","reviews","rather","dubious","order","birthday","present","went","ahead","ordered","bank","account","showed","pending","amount","without","discount","amount","eventually","taken","bank","discounted","total","discount","honoured","delivery","also","earlier","expected","trainers","arrived","well","birthday","ordered","","november","birthday","","december","trainers","arrived",""
"november","seem","positive","experience","nike","leaving","reviews","hence","negative","reviews","decided","leave","honest","review","reassure","buyers","","nike","twitter","team","true","word","trainers","gift","arrived","plenty","time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","totally","","large","reputable","company","poor","customer","service","system","ordered","products","black","friday","sales","total","discounts","came","parcel","went","missing","christmas","presents","niece","daughter","keen","","order","items","","thing","nike","offer","refund","take","days","reach","account","replace","order","discount","code","hope","everything","turned","time","issue","gesture","","","original","order","spare","time","year","place","order","lost","also","actually","good","gesture","spend","money","refund","arrives","also"
"risk","getting","presents","time","anyway","much","","chocolate","teapot","wanted","process","order","","correct","discount","applied","free","next","","shipping","easy","company","size","status","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"arrived","ahead","delivery","date","free","postage","nike","membership","","used","","delivery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"wish","leave","zero","star","rating","ordered","gift","card","","message","card","christmas","giftorder","arrived","noticed","mistake","made","nike","called","","","","message","card","sent","told","instead","cancel","gift","card","place","","","told","arrive","christmas","waiting","contacting","customer","services","team","several","times","find","","gift","card","hadn","","even","shipped","requested","full","refund","orders","spoke","several","people","customer","services","extremely","helpful","informed","","gift","card","dispatched"
"dispite","request","cancel","arrived","","","refused","accept","told","courier","return","nike","sent","email","nike","informing","despicable","level","service","received","leaving","negative","review","receive","response","apology","discount","next","order","ever","purchase","told","refunds","issued","take","days","arrive","account","wish","read","reviews","site","ordering","nike","","","","","","","","","","","","","","","","","","","","","","",""
"","hard","","drops","snkrs","","hard","block","botters","really","dont","understand","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","tech","good","delivery","sucks","improve","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"want","","dealing","nike","become","complete","bullsh","","order","taken","almost","","even","send","still","hasn","","sent","understand","maybe","shoe","needs","sent","somewhere","else","maybe","","readily","available","warehouse","maybe","guys","backed","opinion","excuse","","shoe","website","available","payed","shoe","available","without","knowledge","take","forever","even","ship","website","dogsh","","time","dread","ordering","nike","","cause","know","take","forever","time","","last","resort","","inventory","website"
"complete","trash","fact","","","","actual","source","actual","brand","nike","","premium","selections","without","mislead","clicking","item","realize","","even","stock","rediculous","shoes","still","stock","","click","shoe","tells","available","nikes","shoe","selections","","lately","well","hope","someone","important","","","actually","huge","nike","","supporter","point","","frustrated","enough","write","","","guys","know","","done","half","service","selections","nike","company","supposed","","line","clearly"
"major","corporation","greed","overriding","though","nike","supposed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"happy","sport","shoes","walk","pretty","well","much","comfort","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"atrocious","customer","service","ordered","trainers","","delivery","date","","december","arrive","rang","nike","call","centre","egypt","british","based","help","line","language","barriers","told","trainers","within","hours","still","received","december","rang","someone","answered","speak","rang","second","person","said","lost","give","refund","said","want","refund","christmas","present","told","send","another","pair","asked","size","came","back","","give","refund","","another","pair","gave","","cent","asked","spend","shop","replied","said"
"order","line","told","said","finished","call","went","line","","trainers","stock","size","available","went","time","asked","manager","ring","back","happened","","christmas","present","terrible","customer","service","","repeatedly","lied","never","","nike","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"like","shoes","came","time","great","experience","service","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","kundtj","","","tvungen","","ringa","","","","","","veta","","","best","llning","","","rsvunnit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"great","experience","free","delivery","everything","arrived","time","perfectly","packaged","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ordered","pairs","trainers","nike","handed","courier","delivery","courier","emailed","days","later","saying","parcel","suitable","","pickup","point","collection","called","nike","customer","service","told","given","refund","explained","want","refund","want","trainers","gentleman","phone","said","possible","although","trainers","available","asked","","complaint","told","thing","fill","feedback","form","website","asked","email","make","formal","complaint","said","","asked","speak","senior","manager","told","manager","refused","speak","took","account","days","","trainers","wait"
"another","days","refund","order","number","","even","asked","arrange","","pick","nike","store","told","possible","person","spoke","goes","name","","gave","reference","number","call","extremely","","needed","trainers","birthday","present","trainers","available","understand","error","also","dont","enough","money","","","replacement","birthday","present","refund","processed","","rating","","frankly","angry","","","","","","","","","","","","","","","","",""
"good","quality","product","fast","delivery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","experience","online","return","policy","never","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","nuggets","cancelled","order","within","","taking","payment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"lost","parcel","didn","","anything","resolve","lost","customer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"guys","absolute","disgrace","company","","valuable","member","company","years","","spent","thousand","pounds","years","snobby","robotic","customer","service","refuse","give","money","back","showed","multiple","proofs","sent","item","return","label","gave","become","stressed","angry","hurt","company","loved","betrayed","better","calling","liar","thief","reason","logically","thinking","someone","spend","much","money","earth","","returned","item","nike","saying","","","find","item","policy","","","refund","disgraceful","wish","","pics","evidence"
"chats","slow","horrible","emails","received","company","","","care","stole","money","gave","return","label","apparently","used","already","tell","label","generated","guys","","fault","","","give","","","","","frustrated","still","trying","still","","money","back","","","give","nike","guys","disgrace","multi","billionaire","company","mugging","pounds","","quit","know","innocent","nike","thieves","started","case","still","ongoing","","multiple","","breaches","reason","putting","foot","","months"
"told","wait","reply","emails","messages","reply","days","even","longer","promised","","call","call","promise","response","response","","response","message","want","expose","guys","service","disgrace","great","people","built","nike","hiring","lazy","workers","","","care","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"expensive","didn","","feel","like","value","money","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"decent","quality","shoes","maybe","","overpriced","though","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"took","couple","days","","","","digital","gift","cards","ordered","supposedly","going","emailed","","hours","less","ordered","digital","gift","card","hadn","","received","anything","told","","reason","nike","canceled","transaction","much","surprise","since","received","email","indicating","canceled","also","still","haven","","received","second","gift","card","really","doesn","","make","sense","","company","nike","","","send","digital","gift","cards","","purchase","website","functions","poorly","reason","paid","digital"
"nike","gift","cards","first","place","tried","ordering","shoes","visa","gift","cards","website","wouldn","","accept","","visa","gift","card","payment","transaction","know","better","next","time","","retailer","update","ended","talking","another","chat","agent","earlier","today","still","received","second","digital","card","ordered","quick","process","agent","sent","another","gift","card","oddly","started","flirting","afterward","seemed","little","","wall","later","tried","ordering","shoes","online","gift","cards","kept","receiving","error","message"
"ended","talking","another","agent","phone","trying","","talking","supervisor","unable","figure","transaction","wasn","","going","","blaming","agent","saying","nike","wasn","","giving","detailed","description","transaction","wasn","","going","however","","show","seemingly","outdated","","nike","website","order","processing","system","really","doesn","","make","sense","","corporatio","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"made","purchase","order","number","","nike","pegasus","trail","gore","","women","","waterproof","trail","running","shoespurple","smoke","enamel","green","ghost","green","peach","creamsize","estilo","","sneakers","tight","asked","exchange","however","sent","right","number","wrong","color","black","order","number","exchange","","first","requested","return","nike","make","exchanges","went","nike","store","oxford","street","asked","change","told","change","gave","size","","realized","","home","","sent","sneakers","back","","touch"
"nike","","chat","attendant","gave","","return","label","contact","nike","","already","refund","november","","mistaken","asked","recept","refund","","bank","statements","refunds","nike","even","sneakers","exchanged","right","color","wrong","size","shoes","arrived","returns","sneaker","left","stock","","","refund","","mine","","making","refund","difficult","simply","commodity","left","nike","","stock","want","money","back","send","shoe","back","","","exchange","smaller","size","","wear","","anyway"
"want","solution","","customer","","touch","every","","every","","deadlines","different","want","money","back","","chat","attendant","made","error","sending","return","label","nike","oxford","street","indicate","exchange","instead","regund","made","problem","mine","nike","resolves","internally","stops","leaving","customer","waiting","without","solution","neglect","want","money","back","return","turned","","headache","forme","want","sort","wise","","costumers","advice","court","tracking","number","","","","","","",""
"expect","nike","","scam","expect","happend","shoes","ordered","first","october","still","showning","","preparing","delivery","","","preparing","","","force","","","","shoeswolf","grey","cool","grey","kumquat","whitesize","","style","","contact","bank","","money","back","took","month","revolut","","guys","refused","even","knew","never","send","scam","operator","offer","","apologies","next","purchase","","","item","juhuu","tried","","","note","","discount","code","valid"
"","asking","self","worse","","company","spending","bilions","super","stars","wear","year","","mdels","","newones","crap","","","shoes","years","","costed","","","","code","","tipical","response","rest","assured","escalated","relevant","team","process","replacement","promo","code","","email","saying","something","relevant","team","","trouble","better","call","bank","","money","back","scamers","like","express","sincere","apology","happened","order","","","","technical","issue","order","processed"
"correctly","time","deemed","inactive","order","strive","excellence","every","interaction","recognize","look","rest","assured","thoughts","shared","relevant","team","feedback","important","factor","influencing","business","decisions","refund","","processed","last","funds","available","back","original","form","payment","depending","payment","provider","process","transaction","typically","take","business","days","credit","debit","card","purchases","considering","hope","accept","find","","discount","code","valid","nike","","","time","","expire","","","next","order","","","whatever"
"","caused","humble","attempt","alleviate","trouble","encountered","promo","code","gsrhltnpg","changed","last","digits","dont","tell","someone","used","itnike","","disgrase","customer","service","make","sick","lying","","corporation","shame","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ages","reply","helpful","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"brilliant","trainers","arrived","next","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","buying","nike","life","","","weight","","","","certainly","obese","weight","half","stones","","","","tracksuit","think","","unfair","nike","make","clothing","skinny","people","clothing","encourage","","people","","","","","anything","wear","","look","like","wearing","tight","clothing","","material","","material","make","jacket","bigger","make","trousers","bigger","","wrong","people","","","want","","","people","self","confidence","want","","stay"
