Brand,Review,Sentiment
nike,amazing experience nike website discount code would work sent nike tweet said put order website send order number would apply order deduct discounted total bank read negative trustpilot reviews rather dubious order birthday present went ahead ordered bank account showed pending amount without discount amount eventually taken bank discounted total discount honoured delivery also earlier expected trainers arrived well birthday ordered rd november birthday st december trainers arrived th november would seem positive experience nike leaving reviews hence negative reviews decided leave honest review reassure buyers bad nike twitter team true word trainers gift arrived plenty time,positive
nike,say totally disappointed large reputable company poor customer service system ordered products black friday sales total discounts came parcel went missing christmas presents niece daughter keen re order items unfortunately thing nike could offer refund would take days reach account could replace order discount code hope everything turned time issue gesture don t original order spare time year place order lost also actually good gesture spend money refund arrives also risk getting presents time anyway much use chocolate teapot wanted process order end correct discount applied free next day shipping easy company size status,positive
nike,arrived ahead delivery date free postage nike membership app used dpd delivery,positive
nike,wish could leave zero star rating ordered gift card personalised message card christmas giftorder arrived noticed mistake made nike called ask new personalised message card could sent told instead cancel gift card place new one told would arrive christmas after waiting contacting customer services team several times find nd gift card hadn t even shipped requested full refund orders spoke several people customer services extremely helpful informed nd gift card dispatched dispite request cancel arrived via ups refused accept told courier return nike sent email nike informing despicable level service received would leaving negative review receive response apology discount next order would ever purchase again i told refunds issued take days arrive account wish read reviews site ordering nike,positive
nike,it s hard get drops snkrs app hard block botters really dont understand,negative
nike,ike tech good delivery sucks could improve,positive
nike,want say dealing nike become complete bullsh t order taken almost day even send still hasn t sent understand maybe shoe needs sent somewhere else maybe it s readily available warehouse maybe guys backed opinion excuse u shoe website available payed shoe available without knowledge would take forever even ship website dogsh t time dread ordering nike com cause know take forever time it s last resort top inventory website complete trash the fact can t go actual source actual brand nike get premium selections without mislead clicking item realize it s even stock rediculous shoes still stock u click shoe tells available nikes shoe selections bad lately well hope someone important see i m actually huge nike fan supporter point i m frustrated enough write let u guys know i m done half service selections nike company supposed top line clearly major corporation greed overriding though nike supposed,positive
nike,happy sport shoes walk pretty well much comfort,positive
nike,would atrocious customer service ordered trainers son delivery date th december arrive rang nike call centre egypt british based help line language barriers told trainers would within hours still received december rang someone answered speak rang second person said lost would give refund said want refund christmas present told would send another pair asked size came back say would give refund could get another pair gave per cent asked could spend shop replied said cannot order line told said could finished call went line see trainers stock size available this went time asked manager ring back happened son christmas present terrible customer service nd repeatedly lied never use nike,negative
nike,like shoes came time great experience service would buy,positive
nike,s mst kundtj nst var tvungen att ringa dem f r att f veta att min best llning har f rsvunnit,positive
nike,great experience free delivery everything arrived time perfectly packaged,positive
nike,ordered pairs trainers nike handed courier delivery courier emailed days later saying parcel suitable dpd pickup point collection called nike customer service told would given refund explained want refund want trainers gentleman phone said possible although trainers available asked could log complaint told thing fill feedback form website asked email make formal complaint said one asked speak senior manager told manager refused speak took account days ago trainers wait another days refund order number c           i even asked arrange go pick nike store told possible person spoke goes name jan gave reference number call extremely disappointed needed trainers birthday present trainers available would understand error also dont enough money go buy replacement birthday present refund processed yet rating disappointed frankly angry,negative
nike,good quality product fast delivery,positive
nike,bad experience online return policy never,negative
nike,f nuggets cancelled order within hrs taking payment,negative
nike,lost parcel didn t anything resolve lost customer,negative
nike,guys absolute disgrace company i ve valuable member company years i ve spent thousand pounds years snobby robotic customer service refuse give money back showed multiple proofs sent item return label gave become stressed angry hurt company loved betrayed better calling liar thief reason logically thinking someone spend much money earth would lie returned item nike saying can t find item policy can t refund disgraceful wish could put pics evidence chats slow horrible emails received company don t care stole money gave return label apparently used already tell label generated guys it s fault don t give one can t say frustrated still trying still get money back won t give nike guys disgrace multi billionaire company mugging pounds way quit know innocent nike thieves started case still ongoing fyi multiple sla breaches reason putting foot two months told wait reply emails messages reply days even longer promised they d call call promise response response get response message want expose guys service disgrace great people built nike hiring lazy workers don t care,negative
nike,expensive didn t feel like value money got,positive
nike,decent quality shoes maybe bit overpriced though,neutral
nike,took couple days get one two digital gift cards ordered supposedly going emailed approximately hours less ordered digital gift card hadn t received anything told representative reason nike canceled transaction much surprise since received email indicating canceled also still haven t received second gift card really doesn t make sense big company nike can t send digital gift cards automatically purchase website functions poorly reason paid digital nike gift cards first place tried ordering shoes visa gift cards website wouldn t accept one visa gift card payment transaction know better next time go retailer  update ended talking another chat agent earlier today still received second digital card ordered quick process agent sent another gift card oddly started flirting afterward seemed little unprofessional wall later tried ordering shoes online gift cards kept receiving error message ended talking another agent phone trying end talking supervisor unable figure transaction wasn t going i m blaming agent saying nike wasn t giving detailed description transaction wasn t going however go show seemingly outdated dysfunctional nike website order processing system really doesn t make sense big corporatio,positive
nike,made purchase order number c           nike pegasus trail gore tex women s waterproof trail running shoespurple smoke enamel green ghost green peach creamsize estilo dj sneakers tight asked exchange however sent right number wrong color black order number exchange e first requested return nike make exchanges went nike store oxford street asked change told would change gave size uk i realized got home big sent sneakers back got touch nike s chat attendant gave new return label contact nike say already refund november i m mistaken asked recept refund sad bank statements refunds nike even sneakers exchanged right color wrong size shoes arrived returns sneaker left stock don t refund it s mine teu making refund difficult simply commodity left nike s stock want money back send shoe back i ll try exchange smaller size i ll wear big anyway want solution disrespectful customer get touch every day every day deadlines different want money back that s chat attendant made error sending return label nike oxford street indicate exchange instead regund made problem mine nike resolves internally stops leaving customer waiting without solution neglect want money back return turned big headache forme want sort wise go costumers advice court tracking number qy         gb,negative
nike,would expect nike com scam expect happend shoes ordered first october still showning app preparing delivery g hrk preparing shipmentnike air force hrk men s shoeswolf grey cool grey kumquat whitesize eu style dr        i contact bank get money back took month revolut bcz guys refused even knew never send scam operator offer lot apologies next purchase one one item juhuu tried use got note ste discount code valid im asking self worse big company spending bilions super stars wear year old mdels bcz newones crap overcharging us shoes years ago costed usd ask new code got tipical response rest assured escalated relevant team process replacement promo code get email saying something relevant team boy trouble better call bank get money back scamers would like express sincere apology happened order g unfortunately due technical issue order processed correctly time deemed inactive order strive excellence every interaction recognize look rest assured thoughts shared relevant team feedback important factor influencing business decisions refund successfully processed last funds available back original form payment depending payment provider process transaction typically take business days credit debit card purchases considering hope accept find use discount code valid nike com one time use expire may use next order way compensation whatever inconvenience caused humble attempt alleviate trouble encountered promo code gsrhltnpg changed last digits dont tell someone used itnike com disgrase customer service make sick lying manipulative corporation shame,positive
nike,ages reply helpful,positive
nike,brilliant trainers arrived next day,positive
nike,i ve buying nike life put bit weight i m big i m certainly obese weight half stones can t fit tracksuit think it s unfair nike make clothing skinny people clothing encourage fat people go gym don t anything wear gym look like wearing tight clothing it s material add material make jacket bigger make trousers bigger what s wrong people don t want see fat people self confidence want us stay home saying need lose weight go gym look like people stick like sore thumb coming gym clothes don t fit take money don t care focus making slim skinny people happy don t actually encourage us feel good money buy clothes don t make clothes us make clothes skinny people shame ever shift weight certainly stop ever going night shop i ve seen fashion industry focused people used buy stuff put bit weight totally disregarded us like nothing people could cover fat instead bulging tight clothing would happy spend day gym nobody actually looking body instead stay home depressed there s nothing make us look good go gym people fitting close perfectly made look like kind joke put extra large clothing it s large people it s slim people extra large tag going sports industry favour think it s like fat want go gym clothing would cover shame could work shrink become want clothes don t fit would expect us go gym booking like mutton dressed lamb define cheap stretchy trouser big baggy plain old t shirt name brand want fashion want like signs want look good like people go gym wearing fashionable names love instead take money buy chocolate cake wallow misery home nobody wants money say want buy beautiful tracksuit go gym go asking showing stretched something tight everybody laughing belly popping things like want covered jackets zip properly we re good padding certain places can t even bothered design anything bigger person go like trying design something elephant don t bothered try well elephants humans beast we re little bit bigger say extra large extra extra large cater women size regard us like nothing even worth looking don t actually think fashion people able dress whatever want fashion industry racist bias non inclusive rejected people little bit overweight expect us lose self confidence want part society i m fed going sports shop seeing nice tracksuits made stretchy material can t even add material stitching think want clothes free well money i ll let know buy clothes don t make size it s going cost make bigger sizes put price pay items they re costing much make buy first stop selfish way thinking design clothes fat people demand change,positive
nike,awful company incompetent lazy customer service parcel continuously delayed neither agent live chat wanted know i m stuck trainers pocket,negative
nike,attempted register offers buy christmas gifts i informed eligible register cannot buy nike utterly useless,negative
nike,absolutely awful order never arrived problems courier speak different customer service agents updates end gave demanded get refund don t waste time using nike com shop elsewhere save lot time dealing incompetent customer services something goes wrong go wrong trust ex nike member,negative
nike,purchased nike golf shoes husband cost cheap order due ordering wrong size arranged exchange returned first pair weeks later still waiting yesterday email say nike cancelled order absolute disgrace phoned blamed glitch system apology given discount spend money use apology idea come time christmas happy acceptable resolutio,negative
nike,evening family visited nike employee store experienced poor treatment due disability crutches wearing boot right foot told would able sit inside store would get way searching several minutes employee found chair told could sit hallway used fire exit since i d blocking exit i d leave requested due unacceptable treatment family chose leave store i ve unable contact management store s phone pick accept messages chatted representative nike com could provide contact information store management i believe it s important disabled members society know nike embraced ableist policies willing make accommodations employee store,negative
nike,worse online experience ever ordered weeks without receiving anything called follow told it s custom checked online it s custom clear days already customer services told escalate give update within business days that s bad experience adidas online way way way better received goods within days without issues i tell friends buy nike bad company ethics,negative
nike,absolutely shocking online customer service waiting weeks refund product never received due item stock requested refund th november told i d receive confirmation email refund within hours never went back live chat asked questions told would process refund even though already thought done told wait another working days receive still never went back live chat assured would receive refund today weeks later still nothing gone back onto chat speak someone today told would process refund absolutely shocking customer service trying explain frustration person live chat ended shocking job meant focused customer experience called spoke nice representative called kalin sincerely apologised could see none times requested refund actually processed assured would receive refund confirmation tomorrow actual refund within another working days would never purchase nike store,neutral
nike,ordered custom set nikes honestly took time get im stoked end result ive never seen pair air max go sneaker plug,positive
nike,unfortunately courier messed order placed th december way compensation promised free expedited delivery discount none codes given actually work i satisfaction trying resolve far feeling charitable thought id give nike second chance right i m wishing hadn t bothered i m still waiting refund,positive
nike,fast prompt delivery purchase kept updated via notification satisfied buyer,positive
nike,ike huge company making much money comes getting refund nightmare tracking clear shows received customer service tells wait weeks even initiate refund process none companies take long companies even initiate refund spot goodwill gesture definitely buying nike going companies never problem update two told wait till today reach telling tracking numbers generated order page still required photos post office receipts surely input tracking numbers onto royal mail webpage checkafter contacting photos sent photos tracking numbers senior team processing asked another working days means rate takes least whole month since sending back receive refund assuming there s issues nike worst customer service experienced many places shopped would definitely recommend adidas reebok future make great shoes customer service much better,positive
nike,read bad reviews nike don t mean handle situations responsibly ordered trainers said delayed days ordered told days refund days later still waiting start order till today i ve waited days ordered clothes sent back tracked order via royal mail recieved items back weeks ago days later yet still refunds either order i ll never use nike online customer service disgusting,negative
nike,placed order nd november the estimated date delivery th th december till day hvnt recieved parcel stressed,negative
nike,utterly appalling customer service followed email th december stating order cancelled returned much sought christmas present son nike customer services could offer reasonable explanation cancelled despite email confirmation tracking number inform dispatch advised later day following hello think got disconnected discussed matter supervisor possible automatic refund triggered item shortly unavailable dispatch however money back account within working days sorry situation usually happen  the following day th december recieved email thanks order payment overview attached send one package might see one payment overview notice track package we ll get shipment soon possible meantime feel free contact us questions nike com confusing say least mean still expect package no the link allow track package showed order remains returned idea actually expect package whether recieve refund timely manner lost confidence nike purchasing would advise anyone considering purchase christmas doubtful recieve item money back time remedy error would like draw attention another review also dated th december appear highlight similar issue one star reviews shocker avoid costs,negative
nike,order never arrived chased eventually found lost transit nike said would cancel order would presume also means processing refund would need place order gave discount code inconvenience going use point would ve happy customer however since nike haven t let klarna know cancelled order klarna think owe order placed th oct we re mid december i ve contacted klarna tell speak nike nike ignoring emails dated nov dec i ve rang nike customer service line twice times unable hear service agent saying either fu y line level english language combination two i m sorry bring it s problem it s caused even frustration situation it s mode communication offer website can t believe appalling communication principle won t buying nike products anymore,negative
nike,fast delivery great product happy,positive
nike,could rated definitely would absolutely never order completely messed order christmas present got coat black friday deal came delivery never got attempted sent back nike asked nike could redirect told loads different reasons couldn t one example parcel lost another example couldn t send back system big company think could work round system simply change much hassle customer service absolutely terrible appalling,negative
nike,absolutely awful ordered size kids got size box good job checked got told send back would send right ones weeks later trainers called say haven t come systems yet refund don t want bloody refund want right trainers christmas son refunding wishes ever ever order nike ever,negative
nike,ordered trainers dispatched via evri parcel stuck normal rubbish evri mode delayed update days contacted nike asked resend trainers using different courier received trainers via dpd days later thank please stop using evri offer customers option pay additional cost dpd ups save company lot headache,positive
nike,order returned via correct channels via royal mail sent proof return clearly showing royal mail parcel rudest advisor ever said received parcel problem aghast rude unhelpful owe money say it s terms conditions can t find anywhere advisor going send link cut started chat another unhelpful person demanded call back manager unless know keeping purchase buy elsewhere,negative
nike,wish could leave zero stars racist disrespectful far business orientated company,negative
nike,useless never use buy reseller received ripped trainers sent pictures faqs stated choice printable returns slips qr codes printer needed this lie simply send standard returns label needs printer make random lie part qr code go online post office clearly see qr code yet monkeys keyboards nike keep repeating qr code matter evidence provide contrary i lucky paid thieves paypal get paypal refund throw ripped junk nike sent bi,negative
nike,could rate would even know begin lot failed exchange return holding money kind investigation parcel returned two weeks ago marked delivered royal mail try speak robotic customer service agents offer support ability take queries managers higher,positive
nike,joke tracking says waiting delivery nike dispatched item callcenter online help joke set script regurgitate actual manager help provided,positive
nike,good experience nike com i ll purchase,positive
nike,awful worst customer service experience ever shoes apparently delivered store email stating shoes days go fourth day really way get owner says shoes returned nike upon ups request says ups doesn t let shops keep two days says call ups gives ups number kid doesn t trainers birthday next day kid tears spend ages phone ups eventually tell shop owner refused even accept delivery first place going round circles plenty confusion call nike wasn t notified shoes aren t aren t kid s birthday ruined spend next day trying make spent hours time don t driving around calling trying resolve nike rep says he ll get everything sorted agrees compensated maybe return nike days go by no word email call i email reply email again and again and finally today call go whole thing yet sweet rep can t apologise enough refunds immediately compensates next purchase obviously there s nothing personally compensation offensive definitely ever buying family ever order no c,negative
nike,returned shoes posted st order would correct size cancelled th contacted told nothing could wanted new size i d need buy check label sent see active don t provide tracking code proof thhey transit still need buy size net profits bn need buy shoes system doeesn t function properly cannot tell order cancelled wont place new order take business elsewhere joke,positive
nike,ordered discount nike pulled full amount account called nike promised get someone could help call back one called use time sending products back good impact environment,positive
nike,purchase two pairs shoes months ago took month arrive customs auckland since updates requesting investigation took month requested refund it months many phone calls shoes refund beyond frustrated i ve advised nike refunded paypal account cad dollars firstly paid nz credit card nzd paypal account received refund accounts we disputing refunded two pairs shoes purchased months ago costing nzd ouch cut losses keep fighting buy company,negative
nike,bought pair running shoes size difference quality two unbelievable one support flat inside wrote review website saying however never got published,positive
nike,don t bother bought two pairs trainers online still waiting delivery month purchase update website customer service joke update order lost warehouse service desk lying saying route bought new pairs couldn t issue refund straight away payment sent back reaso,negative
nike,i m dissatisfied nike company whole horrible know it s employees fault customer service representatives every time make purchase exchange whatever reason usually sizing quality seem never get order right actually send return give money back tell they re stock never know they re going stock can t ever get want whenever call speak recollection verification ever called it s like it s nonexistent feel like working narcissist like gaslighted whole entire time every time,negative
nike,customer service uk avoid simple stuck parcel days delivery due complaint process customer service seems care duty like knocking head brick wall would avoid ordering site directly also complaints process listed site shows lack care commitment customer satisfactio,negative
nike,able give rating zero would problem ordered pair jorden rings atmosphere black white infrared toddler niece size c condition shoes say horrible condition white part shoes black marks one shoes shoes even finish able see dry glue corners head shoes i m disappointed condition shoes came even spoke customer services blame shipping process made sense box even destroyed unacceptable inconvenient return shoes due inaccurate inspection nike end wasn t done correctly seem like don t really care products able send shoes unfinished marks shoes i ll returning going else recommend kids foot locker wouldn t recommend shopping online nike thats want incomplete product either pick order able return item hope customer experience condition shoes shows doesn t matter lose one customer sense profit matter differences makes nike really given quality care attention details product,negative
nike,ordered item oct xmas present realised going wrap early dec item wrong size outside day period entited refund rang customer services asked take photo item send based issued ful refund outstanding cutomer service,neutral
nike,soles shoes rot away look shoe still perfect condition rubber used soles crumbling like dry cookie company involved childlabour low wage exploitation expect enough spare good sole overpriced products sell west,positive
nike,bad business around known company still uses sweat shops,negative
nike,ike become poor ordered trainers hoodie i ve waiting week keep getting messages saying theres issue parcel delivered tomorrow tomorrow comes parcel times customer service terrible leave hold cant bothered job half cant speak english wheres sense nike joke business ill never order,negative
nike,wish came ordering shocking,neutral
nike,worst website ever met dropsi lose drops sms code didnt come phone support didnt anything,negative
nike,missing item parcel delivery note inside say missing item coming different parcel called nike first call got cut waiting mins nd call answered difficultly couldn t access order asked call back rd call took another mins answer girl answering phone poor english couldn t understand properly phone line really bad noisy cracking background kept cutting would expect better international large brand like nike,negative
nike,bought pair shoes nike days emailed say shoes stock don t order website cause point cancel order waste time,negative
nike,tracking service says delivered delivery web chat wait working days response useless item much wanted xmas present left alternative re order full price deliver different address disputing transaction credit card company another customer lost,negative
nike,shocking customer service sons training lost customer stuck middle nike dpd neither resolve issue taken action basically neither take responsibility actions every time speak nike wait another hrs currently wait another hrs manager may may decide call back best solution offer currently refund shoes offer order trainers full price whilst waiting days funds returned seriously lack understanding cost living crisis going meanwhile son still trainers,negative
nike,buy legitimate lie get order use nike com,neutral
nike,ordered items nike delivered asked missing item told senior team would look response came back case closed refund i ve never asked refund items ordered refusing answer questions explain measures they ve taken try track missing item terrible customer service throughout,negative
nike,utterly utterly useless store won t accept payment debit card credit card paypal anything else hangs gives sorry taking don t refresh type message hangs literally hours give refresh try store eventually blocks trying you literally canot buy anything store assume entire thing fake actual products sitting around mountains boxes wondering no one orders anything i even called useless course suggestion try paypal nope doesn t work hopeless an annoying expensive terms time normally paid waste time avoid nike use physical stores  edit eventually hour starting payment process managed get work another browser still epic technical mess nike forever avoid starting purchase avoid sort nike,negative
nike,ike sent trainers quality trainer appalling get fobbed customer support chat person end chat o clock clocking time absolute disgusting,negative
nike,ice brand fast shipping thanks nike,positive
nike,deliberately delaying ordersdeliberately annoy customersdeliberately lie customers,negative
nike,days still order,neutral
nike,tried order nike offering everything days order kept failing go told customer service nike website issue fixed promo finished told could order items full price discount apology offer match original discount impressed due nike issue could order items valid discount instead told pay higher price taking business elsewhere,neutral
nike,treated bad nike made two orders shipped together sadly stolen driver never delivered received refund small order big one your live chat agent joy gave zero support help comprehension he denied talk manager he refused give identification number retrieve chat i pretty sure lied to my family suffering this my kids left gift birthday i m left help nike refund i screenshot full chat conversations prove i m saying,neutral
nike,awful actually want shoes order another store order pair jordan s nike store sat awaiting picked carried week messaged twice asking come back tell lost like vanished thin air instantly said refund instead sending pair shoes offered discount pair shoes getting point less value money spend,negative
nike,dpd failed deliver parcel lied called address hadn t instead left parcel drop point i ll travel contacted nike via chatline complain complete waste time seemed trying communicate robot dpd letting customers reflecting badly nike nike s customer service non existent,negative
nike,appalling returns experience confirming courier would pickup returns house ordered number items told nike don t like using preferred courier dpd use royal mail lug large boxes post office items don t want really poor experience,negative
nike,really happy bought pair trainers black friday week week later email cancelling stock terrible service xmas gift great price good true alwaysid like contacted regarding,positive
nike,ike website tech issues requires urgent attention numerous attempts purchase pair trainers recieve error message time used site problems nike fix fricking site,negative
nike,sent wrong trainers absolutely awful shall never shop,negative
nike,amazing service recently bought nike airs daughter great quality also send back wrong sizing easily refunded got money back lasted long time real great shoes loves would definitely buy nike jd real trainers easily refundable,positive
nike,paid tracksuit th november still hasn t arrived left comment facebook response can t contact via phone absolutely disgusting service order number c           estimated delivery it s still,negative
nike,absolutely disgraceful customer service received today  i called th november ask soles trainers ordered weren t white advertised website  i asked send photo told yes there s something wrong them the girl spoke said she d arrange exchange asked evri returns label qr code work full time can t get post office she said emailed code  i got shop today opened email find she d sent post office return label print i called customer services told nike accept returns back via post office took mins discovershe said could return trainers nearest store london well hour s drive housei asked gesture goodwill inconvenience told nike issue promotion codesi explained didn t want products wanted money trainers i d purchased told nike don t that   i got post office afternoon work find qr code returns label isn t one need print label i called customer services back told would cancel return could start get qr code i time february work trainers present son christmas  so please tell supposed send back nowthe whole returns process utter jokei requested put complaints team eas told isn t one i requested put manager told wasn t possible manager wanted would get call backso nike go social media news papers ceo tell me currently money pair trainers supplied defective,negative
nike,wow real disappointment help line purchased tops came big returned good put hoody package confirmation email saying one hoody received refund processed confirmation two contacted helpline explained received need check send email confirming receive refund processed five nine days asked email confirming received tops told could take days check two hoodies process refund ask one top checked refund gonna processed bag two tops hadn t checked gonna take seven days they ve opened time can t check time told can t help nothing you ll wait seven days tops checked another nine days refund well merry bloody christmas christmas presents wanted originally exchange purchased smaller size presents coming nike now very disappointed would advise buy nike store online refunds processing it s absolute headache i m still sure i m getting money back,positive
nike,customer service advisor spoke understand questions speak good english painful phone call poor outcome fobbed email asking info,negative
nike,want refund go chargeback bank paypal dispute promise refund never give it disgusting company,positive
nike,spent thousands dollars nike i m repaid telling file police report items failed deliver said delivered garage don t garage used picture proof guys terribly inept scammy company won t using,negative
nike,snkrs app aint it bots take stocks even humans get hold shoe horrible,negative
nike,bought pair newly released jordan daughter xmas thought quite well sold pretty quickly nikes snkrs site that s arrived paid highly sought trainer find horrendous shiny glue mark across front toe one shoe clearly quality control ring nike basically don t care say send back that s great apart fact can t deliver daughters xmas present it s hard make sure products fit sale meet quality standards either send back let daughter give substandard product that s cost unbelievable terrible service,positive
nike,absolutely disgusting service one seams send qr code return keep pasted post office nike avoid costs notworththestress,negative
nike,ordered items nike b lost everi wait extra week couldn t locate parcel tried say attempted delivery everi false gave refund choice take decided order different items nike gave ship dpd nike need choose better delivery companies member nike shocking,negative
nike,terrible customer service tried place order last night eligible discount code purchase wouldn t proceed payment got circle doom whilst processing trued hour contacted today interested code expired morning totally unhelpful,negative
nike,loved nike products website trash tried ordering jacket website crashed resulted duplicate orders thought orders weren t successful took nap woke find order confirmation emails sent sometime missed minutes mark cancel online appealed two customer agents unsuccessful went initiate returns purchases received return labels checked customer agent told wait hours seriously anyone wants buy via nike website don t,positive
nike,trainers attempted delivered last thursday wrong address dpd took picture posted delivered even though correct address neighbour told driver incorrect address took trainers back didn t update dpd website saturday trainers returned nike nike received refunded don t size complained nike might well talk brick wall rubbish service dpd nike,negative
nike,i m netherlands ordered shoes nike com also return delivery fast ordered saturday arrived monday shoes small called phone yes actually real humans answer phone arranged get right size person phone could see current stocks also helpful emailed return label return shoes small used box came brought post office days later already money back bank account to honest tried shoes bit said problem also expected refund process take time refund transferred almost immediately decided write short review express appreciation would definitely buy worries returning getting money back i m happy customer,positive
nike,ordered pair trainers plum colour app worked fine previously easy ordering quick delivery time one shoelaces hole way since plum colour shoe easily replaced shoe sold stores online tried calling customer service couldn t send new pair shoelaces option return shoes get full refund reorder unfortunately possible sold everywhere never would expected lousy service considering prices,positive
nike,don t know loads crying tbh easy order get order way expected ordered pound shoes box perfect shoes perfectquick easy,positive
nike,ikes guarantee waste space i m yr old don t jog much bought nikes decades trainers developed hole soles within months never experienced returned reduced refund didn t receipt anymore cheek refuse saying wear tear even though rest trainers like new well that s adidas fila whoever realistic price go sports direct nike take running jump,neutral
nike,purchased custom trainers nike website past really happy service provided tried logging told account confusing re registered spent designing custom trainers however trying add trainers basket purchase days joy whatsoever even tried adding random item basket see issue custom items still successful messaged nike yet response unfortunately decided purchase different brand,positive
nike,garbage experience nike advertises give email hardly anything eligible promotion doesnt work get error code pure garbage guess nike enough money clearly don t want mine,positive
nike,big banner stating site wide but bait signing see excluded products pure false advertising,negative
nike,ordered nike air max delivery fast also returned couple pair trainers super easy really happy thanks,positive
nike,absolutely unbelievable read sent items back refund used printed returns label tracking number kept proof postage tracking also shows delivery warehouse haven t scanned items lost nothing cannot refund investigation cannot process money back items totalling full proof postage delivery refund didn t scan hell fault charge back claim bank customers service agents useless pathetic robotic morons working god awful rd world call centre absolute lunatics i ll never ever use nike website disgusting behaviour experience seriously consider buying many reviews demonstrate inadequate company care making money resolving issues customers come sort customer service agents also really deal nowadays one couldn t even string sentence together managed say hello sorry waste time annoying i ll charge money back hope nike gets black mark name process believe happens charge back claims,negative
nike,ever worse user experience shopping online can t complete purchase due error d    b tried multiple browser payment methods etc,negative
nike,d pair nike bought insole inside trainers lumpy etc avoid buy store discusting cheap buy,negative
nike,using nike long time used buy shops use online services it s user friendly extremely efficient purchase return options available customer love brand getting higher higher every time use nike,positive
nike,ordered size trainersreceived size returns label sent promised,positive
nike,ike product always high quality wanted spurs rd shirt grandson stock spurs fact better value online name premier badge gets want participate presumably airfreight single items mainline europe buy uk website expect delivery uk also leads multiple tracking delivery dates item passes customs star delivery abroad stars three different delivery days,positive
nike,ike pr hibits placing name jesus christ shirts brazilian national team that s big,neutral
nike,bought nike dunk shoe traveling already one time wearing shoe creasing way seen process getting shipping label initiate return bad information reference number sending didn t get updat nike even could see package received get gift card see defect weeks processing time couldn t find shoe made super nervous bad overview whole process wanted send proff sent point it s weeks confirm get gift says take additional weeks someone nike please get sorted still waiting,neutral
nike,ike made error delivery company would accept responsibility mistake initially told sort refused eventually rearrange this customer services manager colm refused talk despite numerous requests obviously discuss complaint made nike deplorable unprofessional company promised call back today happen i called nike today nike terminate call refused request talk manager issue still unresolved disgusted spent nearly shoddy company nike managers you need talk customers fund salariesnike senior management you need retrain managers better level customer service disgusted whole customer experience taken customers money care customer shame,negative
nike,waiting since october th refund called times spoken different people even given iban bic make transfer manually still refund complaints procedure asked call backs managers ring nothing awful awful awfulllllllll customer service still waiting refund,neutral
nike,waited nearly month item shipped china ups ups terrible unsure nike uses delivery date changed ups they ve taken access point courier didn t want job nike ups,negative
nike,ordered pairs trainers came within days received messages tracking delivery happy trainers definitely ordering,positive
nike,good products thank,positive
nike,sent email say delivery days late ment birthday present won t time for sent percent code today basically want buy something today get percent today only actual joke,positive
nike,anyone else ever tried entering raffle snkrs limited editions would understand awfully difficult win felt like winning lottery couple hours later got email order winning nearly impossible enter raffle cancelled stockwhen contacted customer service reply stock order entered meaning nike already sold stock elsewhere winners draw even get shouldn t predetermined amount stock allocated raffle prior draw blows mind draw prize even available start,positive
nike,ordered pair shoes nike com experience really meh order tracking unreliable information order page updated email notification order shipped sent order delivered receive delivered order notification time ensure could pick package wouldn t stolen support team able provide details order non fuctional order page would blame support specialist think might needed information however overall disappointing experience support chat bugged middle chat customer support specialist told something like please wait minute i ll get back chat closed due inactive shipping slow expected much speedier delivery nike future i d prefer order reseller instead choose another brand,positive
nike,ordered la lakers top daughter liked big black zip feature top arrived thick black zip across jumper complained said item longer stock offered discount future item asked speak manager wanted discount order future order error nike customer advisor james ended chat awful service avoid avoid avoid,negative
nike,awful service nothing hassle awaiting niketec month cancelled order weeks waitinj went somewhere else reputable still waiting refund terrible service nike online chat help hopeless awaiting manager calling actually beginning think it s con huge company awful service get away,negative
nike,good shoes still pairs years ago still good condition looking forward new ones,positive
nike,returned items day separate parcels refunded told empty box bare mind ordered item returned smaller size big tracking number evidence flat refused refund money hungry freaks deserve oxyge,negative
nike,order items nike shipped separate packages one package arrived supposed contain items called situation emailed told wrong package delivered emailed back explaining package arrive item missing told warehouse team confirmed item wasn t missing weight parcel correct even though t shirt minimal weight missing asked prood reply yet told contact law enforcement missing t shirt even though package sealed joke,negative
nike,bought nike pro leggings daughter christmas ordering delivery went smoothly item great,positive
nike,ordered trainers th nov run following weekend still delivery nike cheap use worst courier evri get response evri stated road incident days ago update must one big road incident poor nike use service couldn t even cancel using nike chat app days purchase hell,negative
nike,billion dollar company costumer service sucks bad bad phone connection can t saying bad service,negative
nike,ordered trainers th nov daughters birthday week used evri deliver th nov got message saying problem delivering photo inside car sat outside house i ve trying sort using online chat still haven t got trainers online support useless told remember smile expressing disappointment awful,negative
nike,terrible website doesn t tell cart level international shipment tell currency coming international worried usd aud chat took long answer simple question simple aud next price would saved heaps time,negative
nike,product good fall love,positive
nike,brought nike trainers ages ago beginning year allways buy kids bigger sizes birthdays well son week stitching come undone there s hole trainner got nike can t anything u receipt mean u tell new it s product it s nike won t buying nike,positive
nike,like always good branding think quality shoes got degraded lastly anyway still like nike,positive
nike,made error didn t check reviews placing order what muppet am    anyway placed order week ago email confirmation say delivery way called spoke nice chap said sorry several times told he s going refund could take days receive said can t items i ve ordered said we ve lost ok said send new order said can t refund would place new order now large profitable company like nike well good customer service sack manager charge sort,positive
nike,i ve waiting since nd september refund time contact customer services told different excuse fix issue refund refund never arrives stage ombudsman looking like avenue get back,positive
